region,ISO_code,country,year,vaccine,grade,agegroup,sex,target,reached,Other_intervention,InfoSource
AMR,PER,Peru,2008,HEP B,1ER G PRIMARIA A 5TO SEC,5 A 18 A‹OS,ambos,7924122,5253787,,
AMR,PER,Peru,2008,VPH,5TO GRADO PRIMARIA,9 A 15 A‹OS,mujer,10200,8896,,
AMR,PER,Peru,2009,Vacuna DT adulto,Secundaria,15 a 19 a_os,ambos,,732654,Salud bucal y lavado de manos,
AMR,PER,Peru,2009,Vacuna DT adulto,Primaria,10 a 14 a_os,ambos,,726497,Salud bucal y lavado de manos,
AMR,PER,Peru,2010,Vacuna contra el Hep B,Secundaria,15 a 19 a_os,ambos,,182133,,
AMR,PER,Peru,2010,Vacuna DT adulto,Secundaria,15 a 19 a_os,ambos,,43301,Salud bucal y lavado de manos,
AMR,PER,Peru,2010,Vacuna contra el Hep B,Primaria,6 a 14 a_os,ambos,,28549,,
AMR,PER,Peru,2010,Vacuna DT adulto,Primaria,10 a 14 a_os,ambos,,28831,Salud bucal y lavado de manos,
AMR,PER,Peru,2010,Vacuna contra el VPH,Primaria,9 a 15 a_os,mujer,8060,5630,,
AMR,PER,Peru,2011,Vacuna DT adulto,Secundaria,15 a 19 a_os,ambos,,,Salud bucal y lavado de manos,
AMR,PER,Peru,2011,Vacuna contra el VPH,Primaria,9 a 15 a_os,mujer,,,,
AMR,PER,Peru,2011,Vacuna contra el Hep B,Primaria,6 a 14 a_os,ambos,,,,
AMR,PER,Peru,2011,Vacuna contra el Hep B,Secundaria,15 a 19 a_os,ambos,,,,
AMR,PER,Peru,2011,Vacuna DT adulto,Primaria,10 a 14 a_os,ambos,,,Salud bucal y lavado de manos,
AMR,PER,Peru,2012,VPH,,10 a_os,mujer,293061,127879,,
AMR,PER,Peru,2014,DPT,,4 a_os,ambos,583071,342821,,
AMR,PER,Peru,2014,VPH,5to grado primaria,10 a_os,mujer,279740,126608,,
AMR,PER,Peru,2014,Td,4to grado primaria,10 a_os,mujer,2865,113392,,
AMR,KNA,Saint Kitts and Nevis,2008,DT &POLIO,5th Form,16-17y,both,800,719,Health Assessment,
AMR,KNA,Saint Kitts and Nevis,2008,DT &POLIO,Grade Six (6),11-12y,both,,689,Health Assessment,
AMR,KNA,Saint Kitts and Nevis,2008,DPT&POLIO,Kindergarten,4-5y,both,,336,Health Assessment,
AMR,KNA,Saint Kitts and Nevis,2009,DPT/Polio,Kindergarten,4-5years,,,257,Health Assessment/Educvation,
AMR,KNA,Saint Kitts and Nevis,2009,DT/Polio,5th Form,16+y,,,2000,Health Assessment/Educvation,
AMR,KNA,Saint Kitts and Nevis,2009,DT/Polio,GRADE 6,11-12Y,,,316,Health Assessment/Educvation,
AMR,KNA,Saint Kitts and Nevis,2010,DT/Polio,5th from,16+yr,,,1427,Health assessment/Education,
AMR,KNA,Saint Kitts and Nevis,2010,DT/Polio,grade 6,11-12yr,,,92,Health assessment/Education,
AMR,KNA,Saint Kitts and Nevis,2010,DPT/Polio,kindergarten,4-5yr,,,195,Health assessment/Education,
AMR,KNA,Saint Kitts and Nevis,2011,Polio,Grade 6,11-12yr,,,6,,
AMR,KNA,Saint Kitts and Nevis,2011,Td,fifth form,16 yr,,,585,,
AMR,KNA,Saint Kitts and Nevis,2011,Td,Grade 6,11-12 yr,,,5,,
AMR,KNA,Saint Kitts and Nevis,2011,Polio,fifth form,16 yr,,,629,,
AMR,KNA,Saint Kitts and Nevis,2012,DT&Polio,5th Form,16-17yrs,,,333,Health Assessment,
AMR,KNA,Saint Kitts and Nevis,2012,DT&Polio,Grade six(6),11-12yrs,both,,69,Health Assessment,
AMR,KNA,Saint Kitts and Nevis,2012,DPT & Polio,Kindergarten,4-5yrs,both,,55,Health Assessment,
AMR,KNA,Saint Kitts and Nevis,2014,DPT,kindergarten,,both,,117,physical assessment and  health education,
AMR,KNA,Saint Kitts and Nevis,2014,OPV,kindergarten,5years,both,,56,physical assessment and  health education,
AMR,KNA,Saint Kitts and Nevis,2014,OPV,High school leavers,15-16 years,both,,435,physical assessment and  health education,
AMR,KNA,Saint Kitts and Nevis,2014,OPV,Grade 6,11-12 years,both,,149,physical assessment and  health education,
AMR,KNA,Saint Kitts and Nevis,2014,DT,High school leavers,15-16 years,both,,320,physical assessment and  health education,
AMR,KNA,Saint Kitts and Nevis,2014,DT,Grade 6,11-12 years,both,,51,physical assessment and  health education,
AMR,LCA,Saint Lucia,2008,OPV,,11y,both,,2521,,
AMR,LCA,Saint Lucia,2008,Adult DT,,11y,both,,2521,,
AMR,LCA,Saint Lucia,2009,Dt Adult,,11-12y,both,,1848,Vision Screening,
AMR,LCA,Saint Lucia,2009,OPV,,11-12y,both,,1847,Vision screening,
AMR,LCA,Saint Lucia,2009,MMR,,11-12y,both,,629,Vision screening,
AMR,LCA,Saint Lucia,2010,DT Adult,Grade 6,11y-12y,both,2500,2515,"Vision, BMI",
AMR,LCA,Saint Lucia,2010,MMR,Grade 6,11y-12y,both,2000,1473,"Vision, BMI",
AMR,LCA,Saint Lucia,2010,OPV,Grade 6,11y-12y,both,2500,2505,"Vision, BMI",
AMR,LCA,Saint Lucia,2011,HepB,Grade 6,11- 12 yr,both,2500,,"Vision, BMI",
AMR,LCA,Saint Lucia,2011,MMR,Grade 6,11- 12 yr,both,2500,,"Vision, BMI",
AMR,LCA,Saint Lucia,2011,OPV,Grade 6,11- 12 yr,both,2500,,"Vision, BMI",
AMR,LCA,Saint Lucia,2011,DT Adult,Grade 6,11-12 yr,both,2500,,"Vision, BMI",
AMR,LCA,Saint Lucia,2012,HepB,,11-12y,both,,5601,"Vision, BMI",
AMR,LCA,Saint Lucia,2012,MMR,,11-12y,both,,1930,"Vision, BMI",
AMR,LCA,Saint Lucia,2012,OPV,,11-12y,both,,3918,"Vision, BMI",
AMR,LCA,Saint Lucia,2012,DT Adult,,11-12y,both,,3916,"Vision, BMI",
AMR,LCA,Saint Lucia,2014,Hep B,Grade 6/ Forms 1-3,,both,,1442,,
AMR,LCA,Saint Lucia,2014,DT Adult,Grade 6,11-12 yrs,both,2294,1921,"BMI, Vision, Health education/promotion",
AMR,LCA,Saint Lucia,2014,MMR,Grade 6,11-112 yrs,both,2294,1550,,
AMR,LCA,Saint Lucia,2014,Polio,Grade 6,11-12 yrs,both,2294,1910,,
AMR,VCT,Saint Vincent and the Grenadines,2008,Td,Grade 6,11 - 12 yrs,both,,,,
AMR,VCT,Saint Vincent and the Grenadines,2009,Tetanus & diptheria toxoid,,10-12Y,both,,,"Growth & nutritional monitoring, dental",
AMR,VCT,Saint Vincent and the Grenadines,2010,Td,grade 6,,both,,,growth monitoring; laboratory; antihelmintics,
AMR,VCT,Saint Vincent and the Grenadines,2011,Td,GRADE 6,11/10/12,both,2078,1386,,
AMR,VCT,Saint Vincent and the Grenadines,2012,Td,Grade 6,Y10-12,both,2323,2132,,
AMR,VCT,Saint Vincent and the Grenadines,2014,Td,,10-12 yrs,both,1711,1726,,
AMR,SUR,Suriname,2009,MMR,Grade 1/ 6,6Y/ 12Y,both,,,,
AMR,SUR,Suriname,2009,OPV,Grade 1/ 6,6Y/ 12Y,both,,,,
AMR,SUR,Suriname,2009,DT ped,Grade 1/ 6,6Y/ 12Y,both,,,,
AMR,SUR,Suriname,2010,OPV,,12 - 15 yr,both,,,,
AMR,SUR,Suriname,2010,DT,,6 - 7 yr,both,12038,8623,,
AMR,SUR,Suriname,2010,DT,,12 - 15 yr,both,,,,
AMR,SUR,Suriname,2010,OPV,,6 - 7 yr,both,,,,
AMR,SUR,Suriname,2010,DT,,9 - 10 yr,both,,,,
AMR,SUR,Suriname,2010,OPV,,9 - 10 yr,both,,,,
AMR,SUR,Suriname,2011,OPV,,6 - 7 yr,both,,,,
AMR,SUR,Suriname,2011,DT,,9 - 10 yr,both,,,,
AMR,SUR,Suriname,2011,OPV,,9 - 10 yr,both,,,,
AMR,SUR,Suriname,2011,DT,,12 - 15 yr,both,,,,
AMR,SUR,Suriname,2011,OPV,,12 - 15 yr,both,,,,
AMR,SUR,Suriname,2011,DT,,6 - 7 yr,both,12038,,,
AMR,SUR,Suriname,2012,DT pediatric,"1, 3 and 5",,both,,2861,,
AMR,SUR,Suriname,2014,HPV,,9-13 years,female,15593,38874,No,
AMR,TTO,Trinidad and Tobago,2008,DT (adult),5th yr primary,11+ yrs,both,,9071,yes,
AMR,TTO,Trinidad and Tobago,2008,DPT,1st yr primary,5years,both,,3841,yes,
AMR,TTO,Trinidad and Tobago,2008,oral  polio,1st yr primary,5 years,both,,4184,yes,
AMR,TTO,Trinidad and Tobago,2008,Yellow Fever,5th yr primary,11 + yrs,both,,7567,yes,
AMR,TTO,Trinidad and Tobago,2009,MMR,1st yr primary,5yrs,both,,,,
AMR,TTO,Trinidad and Tobago,2009,Oral Polio,1st yr primary,5yrs,both,,,yes,
AMR,TTO,Trinidad and Tobago,2009,DPT,1st yr primary,5yrs,both,,,yes,
AMR,TTO,Trinidad and Tobago,2009,DT. (adult),5th yr primary,11 + yrs,both,,,yes,
AMR,TTO,Trinidad and Tobago,2009,Yellow Fever,5th yr primary,11 + yrs,both,,,yes,
AMR,TTO,Trinidad and Tobago,2010,MMR,1st yr Primary,5yrs,both,,,Yes,
AMR,TTO,Trinidad and Tobago,2010,Yellow Fever,5th yr Primary,11+ yrs,both,,,Yes,
AMR,TTO,Trinidad and Tobago,2010,DT adult,5th yr Primary,11+ yrs,both,,,Yes,
AMR,TTO,Trinidad and Tobago,2010,DPT,1st Primary,5yrs,both,,,Yes,
AMR,TTO,Trinidad and Tobago,2010,Oral Polio,1st Primary,5 yrs,both,,,Yes,
AMR,TTO,Trinidad and Tobago,2011,DT Adult,"5th yr,primary",11yrs+,both,,,yes,
AMR,TTO,Trinidad and Tobago,2011,Yellow Fever,5thyr primary,11 yrs+,both,,,yes,
AMR,TTO,Trinidad and Tobago,2011,DPT,1st primary,"5,yrs",both,,,yes,
AMR,TTO,Trinidad and Tobago,2011,Orol Polio,1st primary,5 yrs,both,,,yes,
AMR,TTO,Trinidad and Tobago,2011,MMR,1st yr primary,5yrs,both,,,yes,
AMR,TTO,Trinidad and Tobago,2012,MMR,1st yr primary,5 yrs,both,,,School Health Assesment,
AMR,TTO,Trinidad and Tobago,2012,DT Adult,5th.Yr. Primary,11 yrs+,both,,,School Health Assesment,
AMR,TTO,Trinidad and Tobago,2012,DPT,1st. Primary,5 yrs,both,,,School Health Assesment,
AMR,TTO,Trinidad and Tobago,2012,Oral Polio,1st Primary,5 yrs,both,,,School Health Assesment,
AMR,TTO,Trinidad and Tobago,2012,Yellow Fever,5th.Yr. Primary,11 yrs+,both,,,School Health Assesment,
AMR,TTO,Trinidad and Tobago,2014,MMR,Enterants,5 years old,both,,,None,
AMR,TTO,Trinidad and Tobago,2014,Tetanus Diphtheria,School Leavers,11+ years,both,,,None,
AMR,TTO,Trinidad and Tobago,2014,Oral Polio & DPT,Enterants.,5 year olds,both,,,physical assessment,
AMR,TTO,Trinidad and Tobago,2014,MMR,Enterants,5 year olds,both,,,None,
AMR,VEN,Venezuela (Bolivarian Republic of),2008,TT,1G - 6G,,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2009,ToxoideTetˆnicodiftrico Td,,10 a_os,ambos,551469,41578,,
AMR,VEN,Venezuela (Bolivarian Republic of),2010,Toxoide tetšnico diftrico,4 to,10 a_os,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2012,Polio,Educaci„n Inicial,<1a,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2012,Pentavalente,Educaci„n Inicial,<1a,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2012,SRP,Educaci„n Inicial,1 a_o,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2012,Antirotavirus,Educaci„n Inicial,<1a,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2012,Toxoide tetˆnico dift_rico,,10 a_os,ambos,560412,177510,,"Los datos de las vacunas aplicadas en los centros educativo de educaci„n inicial son reportadas por el programa de Salud Escolar. La poblaci„n concentrada en educaci„n Inicial  es dede  0 edad hasta 5 a_os por lo tanto se cumple con los  refuezos para Polio , Pentavalente y SRP."
AMR,VEN,Venezuela (Bolivarian Republic of),2014,Antipolio oral (APO),Educaci„n inicial,<1a,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2014,Toxoide tetˆnico dift_rico,,10 A_os,ambos,567610,170007,Antiparasitarios,
AMR,VEN,Venezuela (Bolivarian Republic of),2014,Pentavalente,Educaci„n inicial,<1a,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2014,Antirotavirus,Educaci„n inicial,<1a,ambos,,,,
AMR,VEN,Venezuela (Bolivarian Republic of),2014,Trivalente viral(SRP),Educaci„n inicial,1 A_o,ambos,,,,
EMR,AFG,Afghanistan,2012,TT1 vaccine,9th-12th classes,15-45Y,female,251715,224298,"Banners, leaflets",
EMR,AFG,Afghanistan,2012,TT2 vaccine,9th-12th classes,15-45Y,female,251715,216564,"Banners, leaflets",
EMR,BHR,Bahrain,2008,HBV 2nd dose,,14 years,both,12715,11692,,
EMR,BHR,Bahrain,2008,HBV 1st dose,,14 years,both,12715,12390,,
EMR,BHR,Bahrain,2008,HBV 3rd dose,,14 years,both,12715,11495,,
EMR,BHR,Bahrain,2008,HAV 2nd dose,,13 years,both,0,0,in 2009,
EMR,BHR,Bahrain,2008,HAV 1st dose,,12 years,both,14168,13277,,
EMR,BHR,Bahrain,2008,Td/tdap,,13 years,both,12462,3968,was out of stock,
EMR,BHR,Bahrain,2009,HAV 1st Dose,,12 years,both,13442,12598,,
EMR,BHR,Bahrain,2009,HAV 2nd Dose,,13 years,both,13569,12575,,
EMR,BHR,Bahrain,2009,Td/Tdap,,13 years,both,20300,7750,vaccine was,
EMR,BHR,Bahrain,2010,HAV2nd Dose,,,both,13569,12581,,
EMR,BHR,Bahrain,2010,Tdap,,,both,20300,7781,Vaccine Shortage /H1N1 impact,
EMR,BHR,Bahrain,2010,HAV 1st Dose,,,both,13442,12603,,
EMR,BHR,Bahrain,2011,TdaP,,,both,1567,1507,,
EMR,BHR,Bahrain,2011,HAV 1st Dose,,,both,14436,12754,,
EMR,BHR,Bahrain,2011,TdaP,,,both,13702,12124,,
EMR,BHR,Bahrain,2011,HAV 2nd Dose,,,both,13702,12044,,
EMR,BHR,Bahrain,2012,HAV 1st Dose,,,both,13850,12484,,
EMR,BHR,Bahrain,2012,HAV 2nd Dose,,,both,13422,12280,,
EMR,BHR,Bahrain,2012,TdaP,,,both,13422,12280,,
EMR,BHR,Bahrain,2013,Hep A vaccine   2nd Dose,,,both,13795,13244,,
EMR,BHR,Bahrain,2013,TdaP,,,both,13795,13244,,
EMR,BHR,Bahrain,2013,Hep A vaccine  1st Dose,,,both,14948,14162,,
EMR,BHR,Bahrain,2014,Hepatitis A 1st Dose,,,both,15294,14326,,
EMR,BHR,Bahrain,2014,TdaP,,,both,14686,13690,,
EMR,BHR,Bahrain,2014,Hepatitis A 2nd Dose,,,both,14686,13730,,
EMR,EGY,Egypt,2008,Meningococcal AC,KG1,,both,541589,506927,,
EMR,EGY,Egypt,2008,DT,Grade 1,,both,1584639,1361225,,
EMR,EGY,Egypt,2009,Tetanus&Diphtheria toxoid,"class 1,4",,both,3457050,3242713,,
EMR,EGY,Egypt,2009,meningococcal AC,"class1,7,10",,both,4747004,4355785,,
EMR,EGY,Egypt,2010,AC meningitis,,"6,12,15 Y",both,5221698,4905432,,
EMR,EGY,Egypt,2010,dT,,"6, 10 Y",both,3802755,3496543,,
EMR,EGY,Egypt,2011,Men-AC,first class of the,"3,6,12,15 Y",both,5048065,4970571,,
EMR,EGY,Egypt,2011,Td,"2,4","7,10 Y",both,3650161,3549141,,
EMR,EGY,Egypt,2012,Men AC,first class of the,"3,6,12,15 Y",both,5400000,5400000,,
EMR,EGY,Egypt,2012,Td,2 & 4,"7,9 Y",both,3500000,3400000,,
EMR,EGY,Egypt,2013,Td,2 & 4,"7,9 Y",both,3600000,,,
EMR,EGY,Egypt,2013,Men AC,first class of the,"3,6,12,15 Y",both,5400000,,,
EMR,EGY,Egypt,2014,Td,2 & 4,"7,9 Y",both,3700000,3400000,,
EMR,EGY,Egypt,2014,Men AC,first class of the,"4,6,12,15 Y",both,5500000,5400000,,
EMR,IRN,Iran (Islamic Republic of),2008,Td,high school,15 Y,both,1300000,1285000,,
EMR,IRN,Iran (Islamic Republic of),2009,Td,high school,15 Y,both,994586,989365,,
EMR,IRN,Iran (Islamic Republic of),2010,Td,high school,15 Y,both,995000,989000,,
EMR,IRN,Iran (Islamic Republic of),2011,Td,high school,15 Y,both,995000,989000,,
EMR,IRN,Iran (Islamic Republic of),2012,Td,high school,15 Y,both,1045570,1048094,,
EMR,IRN,Iran (Islamic Republic of),2013,Td,high school,15 Y,both,1048134,1048003,,
EMR,IRN,Iran (Islamic Republic of),2014,Td,high school,15 Y,both,1103521,1093930,,
EMR,IRQ,Iraq,2008,DT,,,,,,,
EMR,IRQ,Iraq,2008,OPV,,,,,,,
EMR,IRQ,Iraq,2008,TT,,,,,,,
EMR,IRQ,Iraq,2008,DPT,,4-6YRS,both,,,,
EMR,IRQ,Iraq,2008,MMR,,,,,,,
EMR,IRQ,Iraq,2009,MMR,IST PRIMARY,6YEARS,both,,,,
EMR,IRQ,Iraq,2009,MMR,KINDERGARTEN,4-6 YEARS,both,,,,
EMR,IRQ,Iraq,2009,TT,1STSECONDARY,16 YEARS,female,,,,
EMR,IRQ,Iraq,2009,Td,1st intermediate,13years,both,,,,
EMR,IRQ,Iraq,2010,MMR,IST PRIMARY,6 YEARS,both,1000000,300000,Vit. A,
EMR,IRQ,Iraq,2010,TT,1STSECONDARY,16 YEARS,both,,,,
EMR,IRQ,Iraq,2010,MMR,KINDERGARTEN,4-6 YEARS,both,,,,
EMR,IRQ,Iraq,2010,Td,1st intermediate,13years,both,,,,
EMR,IRQ,Iraq,2011,Td,1st intermediate,13years,both,,,,
EMR,IRQ,Iraq,2011,TT,1STSECONDARY,16 YEARS,both,,,,
EMR,IRQ,Iraq,2011,MMR,KINDERGARTEN,4-6 YEARS,both,,,,
EMR,IRQ,Iraq,2011,MMR,IST PRIMARY,6 YEARS,both,,,,
EMR,JOR,Jordan,2008,opv,1st grade,6 years,both,150000,,,
EMR,JOR,Jordan,2008,Td,1st grade,6 years,both,140000,,,
EMR,JOR,Jordan,2008,Td,10th grade,15 years,both,111000,,,
EMR,JOR,Jordan,2009,OPV,1st,6 Y,both,154000,,,
EMR,JOR,Jordan,2009,Td,10th class,16 Y,both,114000,,,
EMR,JOR,Jordan,2009,Td,1st,6 Y,both,154000,,,
EMR,JOR,Jordan,2010,Td,10th class,16 Y,both,117300,39128,,
EMR,JOR,Jordan,2010,Td,1st,6 Y,both,158400,76580,,
EMR,JOR,Jordan,2010,OPV,1st,6 Y,both,158400,76669,,
EMR,JOR,Jordan,2011,Td,1st,6 Y,both,161900,134297,,
EMR,JOR,Jordan,2011,Td,10th class,16 Y,both,120632,95086,,
EMR,JOR,Jordan,2011,OPV,1st,6 Y,both,161900,134297,,
EMR,JOR,Jordan,2012,Td,1st,6 Y,both,166500,85671,,
EMR,JOR,Jordan,2012,Td,10th class,16 Y,both,123800,87057,,
EMR,JOR,Jordan,2012,OPV,1st,6 Y,both,166500,85671,,
EMR,JOR,Jordan,2013,OPV,1st,6 Y,both,166500,89895,,
EMR,JOR,Jordan,2013,MMR,"1st   , 10 clas","6 Y, 16 Y",both,,32051,,
EMR,JOR,Jordan,2013,Td,10th class,16 Y,both,123800,25744,,
EMR,JOR,Jordan,2013,Td,1st,6 Y,both,166500,90344,,
EMR,JOR,Jordan,2014,Td,1st,6 Y,both,169800,89060,,
EMR,JOR,Jordan,2014,Td,10th class,16 Y,both,126250,48951,,
EMR,JOR,Jordan,2014,OPV,1st,6 Y,both,166500,87545,,
EMR,JOR,Jordan,2014,MMR,"1st, 10th class","6 Y, 16 Y",both,,17837,,
EMR,KWT,Kuwait,2010,MMR,GRADE 6,Y 12,female,,,None,
EMR,KWT,Kuwait,2010,Td,"GRADE 5, 12","Y10, Y 18",both,,,None,
EMR,KWT,Kuwait,2011,POLIO,KG2,Y 4.5,BOTH,,,N,
EMR,KWT,Kuwait,2011,Td,"GRADE 5, 12","Y10, Y 18",both,,,NO,
EMR,KWT,Kuwait,2011,MMR,GRADE 6,Y 12,female,,,NO,
EMR,KWT,Kuwait,2012,Td,5th,y10,both,,,no,
EMR,KWT,Kuwait,2012,Td,12th,y18,both,,,no,
EMR,KWT,Kuwait,2012,MMR,6th,y12,female,,,no,
EMR,KWT,Kuwait,2013,MMR,6th,y12,female,,,no,
EMR,KWT,Kuwait,2013,Td,12th,y18,both,,,no,
EMR,KWT,Kuwait,2013,Td,5th,y10,both,,,no,
EMR,KWT,Kuwait,2014,Td,"5,12","10,18",both,90626.2,,,
EMR,KWT,Kuwait,2014,MMR,,,female,23014,,,
EMR,LBY,Libya,2008,DT,,6yand +,both,,126655,,
EMR,LBY,Libya,2008,0PV,,12y & +,both,,127453,,
EMR,LBY,Libya,2008,TT,,12y &+,both,,127453,,
EMR,LBY,Libya,2008,"menA,C,Y,W135",,6y & +,both,,126655,,
EMR,LBY,Libya,2008,OPV,,8y & +,both,,126655,,
EMR,LBY,Libya,2009,"Td, TT",,15Y and +,both,,120843,,
EMR,LBY,Libya,2009,"menA,C,Y,W135",,6Y and +,both,,128023,,
EMR,LBY,Libya,2009,OPV,,6Y and +,both,,128023,,
EMR,LBY,Libya,2009,DT,,6Y and +,both,,128023,,
EMR,LBY,Libya,2012,DT,school entry,6years,both,,,,
EMR,LBY,Libya,2012,Td,class 9,15 years,both,,,,
EMR,LBY,Libya,2012,"Meningiccal A,C, w135, Y",school entry,6years,both,,,,
EMR,LBY,Libya,2012,tOPV,school entry,6years,both,,,,
EMR,LBY,Libya,2012,OPV,class 9,15 years,both,,,,
EMR,LBY,Libya,2014,OPV,class 9,15 years,both,,,,
EMR,LBY,Libya,2014,Td,school entry,6years,both,,,,
EMR,LBY,Libya,2014,OPV,school entry,6years,both,,,,
EMR,LBY,Libya,2014,Td,class 9,15 years,both,,,,
EMR,LBY,Libya,2014,"Meningococcal A,C,Y,W135 coj.",school entry,6years,both,,,,
EMR,LBY,Libya,2014,HPV,class 9,15 years,female,,,,
EMR,MAR,Morocco,2009,,,,,,,,
EMR,OMN,Oman,2008,Td,secodry school,18-17 years,both,,,,
EMR,OMN,Oman,2008,OPV,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2008,DT,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2009,Td,secodry school,18-17 years,both,,,,
EMR,OMN,Oman,2009,OPV,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2009,DT,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2010,Td,secodry school,18-17 years,both,,,,
EMR,OMN,Oman,2010,OPV,Primary school level,6-7years & 18-17 years,both,,,,
EMR,OMN,Oman,2010,DT,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2011,DT,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2011,OPV,Primary school level,6-7years & 18-17 years,both,,,,
EMR,OMN,Oman,2011,Td,secodry school,18-17 years,both,,,,
EMR,OMN,Oman,2012,OPV,Primary school level,6-7years & 18-17 years,both,,,,
EMR,OMN,Oman,2012,DT,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2012,Td,secodry school,18-17 years,both,,,,
EMR,OMN,Oman,2013,DT,Primary school level,6-7years,both,,,,
EMR,OMN,Oman,2013,Td,secodry school,18-17 years,both,,,,
EMR,OMN,Oman,2013,OPV,Primary school level,6-7years & 18-17 years,both,,,,
EMR,OMN,Oman,2014,DT,Primery school,6-7 years,both,,,,
EMR,OMN,Oman,2014,TD,Secondary school,17-18 years,both,,,,
EMR,OMN,Oman,2014,OPV,Primery school,6-7 years & 17-18 years,both,,,,
EMR,QAT,Qatar,2009,TD,,16-17yrs,both,6796,6605,,
EMR,QAT,Qatar,2011,Td,,16-17y,both,7375,3698,,
EMR,QAT,Qatar,2012,Tdap,,16 - 17 Y,both,14532,8161,No,
EMR,QAT,Qatar,2013,Tdap,,14-16y,both,11758,8016,No,
EMR,QAT,Qatar,2013,MMR,,4-6Y,,200000,148106,no,
EMR,QAT,Qatar,2014,Tdap,10th grade,14-16y,,11000,8000,,
EMR,SAU,Saudi Arabia,2008,OPV(2nd Booster),Class 1,6Y,both,481668,472468,,
EMR,SAU,Saudi Arabia,2008,DTP (2nd Booster),Class 1,6Y,both,481668,472468,,
EMR,SAU,Saudi Arabia,2008,MMR (2nd dose),Class 1,6Y,both,481668,472468,,
EMR,SAU,Saudi Arabia,2009,DTP (2nd Booster),Class 1,6Y,both,487855,,,
EMR,SAU,Saudi Arabia,2009,MMR (2nd dose),Class 1,6Y,both,487855,,,
EMR,SAU,Saudi Arabia,2009,OPV(2nd Booster),Class 1,6Y,both,487855,,,
EMR,SAU,Saudi Arabia,2010,DTP (2nd Booster),Class 1,6Y,both,27017,26503,,
EMR,SAU,Saudi Arabia,2010,MMR (2nd dose),Class 1,6Y,both,470788,467017,,
EMR,SAU,Saudi Arabia,2010,OPV(2nd Booster),Class 1,6Y,both,470788,467017,,
EMR,SAU,Saudi Arabia,2011,MMR (2nd dose),Class 1,6Y,both,494619,478544,,
EMR,SAU,Saudi Arabia,2011,DTP (2nd Booster),Class 1,6Y,both,482045,472404,,
EMR,SAU,Saudi Arabia,2011,OPV(2nd Booster),Class 1,6Y,both,494619,478544,,
EMR,SAU,Saudi Arabia,2012,OPV(2nd Booster),Class 1,6Y,both,518288,496383,,
EMR,SAU,Saudi Arabia,2012,DTP (2nd Booster),Class 1,6Y,both,518288,436410,,
EMR,SAU,Saudi Arabia,2012,MMR (2nd dose),Class 1,6Y,both,518288,505192,,
EMR,SAU,Saudi Arabia,2013,OPV(2nd Booster),Class 1,6Y,both,521152,511209,,
EMR,SAU,Saudi Arabia,2013,DTP (2nd Booster),Class 1,6Y,both,521152,501378,,
EMR,SAU,Saudi Arabia,2013,MMR (2nd dose),Class 1,6Y,both,521152,513554,,
EMR,SAU,Saudi Arabia,2014,MMR,Grade1,6 years,both,527720,518399,,
EMR,SAU,Saudi Arabia,2014,DTaP,Grade1,6 years,both,527720,499645,,
EMR,SAU,Saudi Arabia,2014,Varicella,Grade1,6 years,both,527720,503132,,
EMR,SAU,Saudi Arabia,2014,Oral polio,Grade1,6 years,both,527720,514309,,
EMR,SYR,Syrian Arab Republic (the),2008,DT,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2008,OPV,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2008,Men ACWY,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2008,TD,,12y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2009,DT,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2009,OPV,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2009,TD,,12y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2009,Men ACWY,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2010,Td,,12y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2010,OPV,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2010,Men ACWY,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2010,DT,,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2011,Td,Grade6,12y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2011,DT,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2011,OPV,Grade1,6y,both,,,,
